References,ID,Phylum,Class,Order,Family,Genus,Species,Habitat,Temp,Volume,Growth,Lat,Lon
Suzuki and Takahashi (1995),364,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,10,5270,0.904,44.14,143.79
Suzuki and Takahashi (1995),364,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,15,5270,0.947,44.14,143.79
Suzuki and Takahashi (1995),364,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii,Marine,20,5270,0,44.14,143.79
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,0,2570,0.26,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,0,2570,0.4,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,0,2570,0.46,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,5,2570,0.78,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,5,2570,0.85,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,5,2570,0.91,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,10,2570,0.97,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,10,2570,1.14,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,10,2570,1.24,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,15,2570,0,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,15,2570,0,41.57,-71.34
Durbin (1974),365,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira nordenskioeldii clone TN-2,Marine,15,2570,0,41.57,-71.34
Berges et al. (2002),366,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,8,42,0.54,,
Berges et al. (2002),366,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,17,40,1.5,,
Berges et al. (2002),366,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,25,47,1.76,,
Brand et al. (1981),367,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,12,91.3,0,,
Brand et al. (1981),367,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,1.1,,
Brand et al. (1981),367,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,1.79,,
Brand et al. (1981),367,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,2.04,,
Brand et al. (1981),368,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,12,91.3,0,,
Brand et al. (1981),368,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,0.86,,
Brand et al. (1981),368,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,1.34,,
Brand et al. (1981),368,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,2.52,,
Brand et al. (1981),369,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,12,91.3,0.17,,
Brand et al. (1981),369,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,1.11,,
Brand et al. (1981),369,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,2.01,,
Brand et al. (1981),369,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,2.69,,
Brand et al. (1981),370,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,12,91.3,0.38,,
Brand et al. (1981),370,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,1.15,,
Brand et al. (1981),370,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,2.2,,
Brand et al. (1981),370,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,2.99,,
Brand et al. (1981),371,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,12,91.3,0.51,,
Brand et al. (1981),371,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,1.03,,
Brand et al. (1981),371,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,1.54,,
Brand et al. (1981),371,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,2.38,,
Brand et al. (1981),372,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,12,91.3,0.58,,
Brand et al. (1981),372,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,1.19,,
Brand et al. (1981),372,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,1.76,,
Brand et al. (1981),372,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,2.41,,
Brand et al. (1981),373,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,12,91.3,0.67,,
Brand et al. (1981),373,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,1.27,,
Brand et al. (1981),373,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,1.78,,
Brand et al. (1981),373,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,2.45,,
Brand et al. (1981),374,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,12,91.3,1.03,,
Brand et al. (1981),374,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,2,,
Brand et al. (1981),374,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,2.61,,
Brand et al. (1981),374,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,3.2,,
Brand et al. (1981),375,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,12,91.3,1.14,,
Brand et al. (1981),375,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,1.93,,
Brand et al. (1981),375,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,2.64,,
Brand et al. (1981),375,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,3.22,,
Brand et al. (1981),376,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,0.6,,
Brand et al. (1981),376,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,1.22,,
Brand et al. (1981),376,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,1.49,,
Brand et al. (1981),377,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,0.61,,
Brand et al. (1981),377,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,1.21,,
Brand et al. (1981),377,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,1.89,,
Brand et al. (1981),378,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,0.84,,
Brand et al. (1981),378,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,1.81,,
Brand et al. (1981),378,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,2.52,,
Brand et al. (1981),379,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,16,91.3,0.89,,
Brand et al. (1981),379,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,91.3,1.58,,
Brand et al. (1981),379,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,2.05,,
Goldman and Carpenter (1974),380,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,13.5,91.3,0.48,,
Goldman and Carpenter (1974),380,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,18,91.3,1.14,,
Goldman and Carpenter (1974),380,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,24,91.3,1.46,,
Guillard & Ryther (1962),381,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana clone 5A,Marine,4,91.3,0.21,40.79,-72.8
Guillard & Ryther (1962),381,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana clone 5A,Marine,10,91.3,0.88,40.79,-72.8
Guillard & Ryther (1962),381,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana clone 5A,Marine,15,91.3,1.43,40.79,-72.8
Guillard & Ryther (1962),381,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana clone 5A,Marine,20,91.3,1.87,40.79,-72.8
Guillard & Ryther (1962),381,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana clone 5A,Marine,25,91.3,1.68,40.79,-72.8
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,10,77.1,0.709,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,10,77.1,0.58,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,10,77.1,0.61,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,10,77.1,0.64,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,15,77.1,1.03,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,15,77.1,1.268,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,15,77.1,0.921,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,15,77.1,0.821,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,17.5,77.1,1.864,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,77.1,1.31,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,77.1,1.697,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,77.1,1.796,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,20,77.1,1.271,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,25,77.1,1.621,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,25,77.1,1.661,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,25,77.1,1.691,40.78,-72.81
Thompson et al. (1992),382,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,Marine,25,77.1,2.385,40.78,-72.81
Boyd et al. (2013),383,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1011,Marine,10,91.3,0.37,17.79,64.82
Boyd et al. (2013),383,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1011,Marine,15,91.3,0.62,17.79,64.82
Boyd et al. (2013),383,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1011,Marine,20,91.3,0.93,17.79,64.82
Boyd et al. (2013),383,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1011,Marine,25,91.3,1.12,17.79,64.82
Boyd et al. (2013),383,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1011,Marine,30,91.3,0.07,17.79,64.82
Boyd et al. (2013),383,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1011,Marine,32,91.3,0,17.79,64.82
Boyd et al. (2013),384,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1012,Marine,10,91.3,0.3,-31.99,-115.83
Boyd et al. (2013),384,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1012,Marine,15,91.3,0.64,-31.99,-115.83
Boyd et al. (2013),384,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1012,Marine,20,91.3,1.12,-31.99,-115.83
Boyd et al. (2013),384,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1012,Marine,25,91.3,1.31,-31.99,-115.83
Boyd et al. (2013),384,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1012,Marine,30,91.3,0.27,-31.99,-115.83
Boyd et al. (2013),384,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1012,Marine,32,91.3,0,-31.99,-115.83
Boyd et al. (2013),385,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1013,Marine,10,91.3,0.26,53.28,-3.83
Boyd et al. (2013),385,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1013,Marine,15,91.3,0.7,53.28,-3.83
Boyd et al. (2013),385,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1013,Marine,20,91.3,1.05,53.28,-3.83
Boyd et al. (2013),385,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1013,Marine,25,91.3,1.36,53.28,-3.83
Boyd et al. (2013),385,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1013,Marine,30,91.3,1.21,53.28,-3.83
Boyd et al. (2013),385,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1013,Marine,32,91.3,0.34,53.28,-3.83
Boyd et al. (2013),386,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1014,Marine,10,91.3,0.53,28,155
Boyd et al. (2013),386,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1014,Marine,15,91.3,0.62,28,155
Boyd et al. (2013),386,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1014,Marine,20,91.3,1.13,28,155
Boyd et al. (2013),386,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1014,Marine,25,91.3,1.35,28,155
Boyd et al. (2013),386,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1014,Marine,30,91.3,1.32,28,155
Boyd et al. (2013),386,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1014,Marine,32,91.3,0.33,28,155
Boyd et al. (2013),387,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1015,Marine,10,91.3,0.53,48.54,123.01
Boyd et al. (2013),387,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1015,Marine,15,91.3,0.71,48.54,123.01
Boyd et al. (2013),387,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1015,Marine,20,91.3,1.11,48.54,123.01
Boyd et al. (2013),387,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1015,Marine,25,91.3,1.37,48.54,123.01
Boyd et al. (2013),387,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1015,Marine,30,91.3,1.35,48.54,123.01
Boyd et al. (2013),387,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1015,Marine,32,91.3,0.55,48.54,123.01
Boyd et al. (2013),388,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1016,Marine,10,91.3,0.45,40.76,72.82
Boyd et al. (2013),388,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1016,Marine,15,91.3,0.66,40.76,72.82
Boyd et al. (2013),388,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1016,Marine,20,91.3,1.14,40.76,72.82
Boyd et al. (2013),388,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1016,Marine,25,91.3,1.22,40.76,72.82
Boyd et al. (2013),388,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1016,Marine,30,91.3,1.34,40.76,72.82
Boyd et al. (2013),388,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana strain CCMP1016,Marine,32,91.3,0.54,40.76,72.82
Baars (1981),389,Bacillariophyta,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,Marine,-1,52600,0.05,51.395,3.556944
